FRONT_RADIATOR=1
TEMP_MIN=15
TEMP_MAX=50
REAL_MIN_DUTYCYCLE=0.70
REAL_MAX_DUTYCYCLE=1
DEACTIVATION_RATIO=1.25
cooldown=64

TIMESTEP_MAIN=5
TIMESTEP_UPDATE=15

SLOPE_INTERVAL=5
SLOPE_LENGTH=30
SLOPE_THRESHOLD=1
n_samples_fine=6
slope_samples_per_min=12
slope_max_per_sample=0.08

AVERAGING_INTERVAL=15
AVERAGING_LENGTH=900
n_samples_course=60

secondsElapsed,mem,status,cooldown,tempRadiator,tempAmbient,tempSlope,tempRatio,tempStop,tempRadAverage,tempAmbAverage,dutyCyclesa
24464, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.37, 18.22, 17.90, 0, u.s.s.sa
24481, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.37, 18.22, 17.90, 0, u.s.s.sa
24498, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.37, 18.22, 17.89, 0, u.s.s.sa
24515, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.36, 18.22, 17.89, 0, u.s.s.sa
24533, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.36, 18.21, 17.89, 0, u.s.s.sa
24550, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.36, 18.21, 17.89, 0, u.s.s.sa
24567, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.36, 18.21, 17.89, 0, u.s.s.sa
24584, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.36, 18.21, 17.89, 0, u.s.s.sa
24602, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.36, 18.20, 17.88, 0, u.s.s.sa
24619, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.36, 18.20, 17.88, 0, u.s.s.sa
24636, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.36, 18.20, 17.88, 0, u.s.s.sa
24653, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.20, 17.88, 0, u.s.s.sa
24671, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.35, 18.20, 17.88, 0, u.s.s.sa
24688, 263, 2, 0, 18.19, 17.94, 0, 0.09, 22.35, 18.19, 17.88, 0, u.s.s.sa
24705, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.19, 17.88, 0, u.s.s.sa
24722, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.19, 17.88, 0, u.s.s.sa
24740, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.19, 17.88, 0, u.s.s.sa
24757, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.18, 17.88, 0, u.s.s.sa
24774, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.18, 17.88, 0, u.s.s.sa
24791, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.18, 17.88, 0, u.s.s.sa
24808, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.18, 17.88, 0, u.s.s.sa
24826, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.18, 17.88, 0, u.s.s.sa
24843, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.17, 17.88, 0, u.s.s.sa
24860, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.17, 17.88, 0, u.s.s.sa
24877, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.17, 17.88, 0, u.s.s.sa
24895, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.17, 17.88, 0, u.s.s.sa
24912, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
24929, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
24946, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
24964, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
24981, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
24998, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25015, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.sa
25021, 263, 2, 0, 18.12, 17.94, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25038, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25056, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25073, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25090, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25107, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25125, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25142, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25159, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25176, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25194, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25211, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25228, 263, 2, 0, 18.12, 17.87, 0, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25245, 263, 2, 0, 18.12, 17.87, -0.00, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25263, 263, 2, 0, 18.12, 17.87, 0.02, 0.09, 22.35, 18.16, 17.88, 0, u.s.s.sa
25280, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25297, 263, 2, 0, 18.12, 17.87, 0.00, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25314, 263, 2, 0, 18.12, 17.87, -0.00, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25332, 263, 2, 0, 18.12, 17.87, 0.02, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25349, 263, 2, 0, 18.12, 17.87, -0.01, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25366, 263, 2, 0, 18.12, 17.87, 0.01, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25383, 263, 2, 0, 18.06, 17.87, -0.02, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25401, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25418, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25435, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.15, 17.88, 0, u.s.s.sa
25452, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.14, 17.88, 0, u.s.s.sa
25470, 263, 2, 0, 18.06, 17.87, 0.00, 0.09, 22.35, 18.14, 17.88, 0, u.s.s.sa
25487, 263, 2, 0, 18.06, 17.87, -0.02, 0.09, 22.35, 18.14, 17.88, 0, u.s.s.sa
25504, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.14, 17.88, 0, u.s.s.sa
25521, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.13, 17.88, 0, u.s.s.sa
25539, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.13, 17.88, 0, u.s.s.sa
25556, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.13, 17.88, 0, u.s.s.sa
25573, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.13, 17.88, 0, u.s.s.sa
25590, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.12, 17.88, 0, u.s.s.sa
25608, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.12, 17.88, 0, u.s.s.sa
25625, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.12, 17.88, 0, u.s.s.sa
25642, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.12, 17.88, 0, u.s.s.sa
25659, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.12, 17.88, 0, u.s.s.sa
25677, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.11, 17.88, 0, u.s.s.sa
25694, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.11, 17.88, 0, u.s.s.sa
25711, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.11, 17.88, 0, u.s.s.sa
25728, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.11, 17.88, 0, u.s.s.sa
25745, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.10, 17.88, 0, u.s.s.sa
25763, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.10, 17.88, 0, u.s.s.sa
25780, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.10, 17.88, 0, u.s.s.sa
25797, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.10, 17.88, 0, u.s.s.sa
25814, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.10, 17.88, 0, u.s.s.sa
25832, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.09, 17.88, 0, u.s.s.sa
25849, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.09, 17.88, 0, u.s.s.sa
25866, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.09, 17.88, 0, u.s.s.sa
25883, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.09, 17.88, 0, u.s.s.sa
25901, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.08, 17.88, 0, u.s.s.sa
25918, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.08, 17.88, 0, u.s.s.sa
25935, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.08, 17.88, 0, u.s.s.sa
25952, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.08, 17.88, 0, u.s.s.sa
25970, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.07, 17.88, 0, u.s.s.sa
25987, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.07, 17.88, 0, u.s.s.sa
26004, 263, 2, 0, 18.06, 17.81, 0, 0.09, 22.35, 18.07, 17.88, 0, u.s.s.sa
26021, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.07, 17.88, 0, u.s.s.sa
26039, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.07, 17.88, 0, u.s.s.sa
26056, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.06, 17.88, 0, u.s.s.sa
26073, 263, 2, 0, 18.06, 17.87, 0, 0.09, 22.35, 18.06, 17.88, 0, u.s.s.sa
26090, 263, 2, 0, 18, 17.87, 0, 0.09, 22.35, 18.06, 17.88, 0, u.s.s.sa
26108, 263, 2, 0, 18.06, 17.81, 0, 0.09, 22.35, 18.06, 17.88, 0, u.s.s.sa
26125, 263, 2, 0, 18.06, 17.81, 0, 0.09, 22.34, 18.05, 17.88, 0, u.s.s.sa
26142, 263, 2, 0, 18, 17.87, 0, 0.09, 22.34, 18.05, 17.88, 0, u.s.s.sa
26159, 263, 2, 0, 18, 17.87, 0, 0.09, 22.34, 18.05, 17.88, 0, u.s.s.sa
26177, 263, 2, 0, 18, 17.87, 0, 0.09, 22.34, 18.05, 17.88, 0, u.s.s.sa
26194, 263, 2, 0, 18, 17.87, 0, 0.09, 22.34, 18.04, 17.88, 0, u.s.s.sa
26211, 263, 2, 0, 18, 17.81, 0, 0.09, 22.34, 18.04, 17.87, 0, u.s.s.sa
26228, 263, 2, 0, 18, 17.81, 0, 0.09, 22.34, 18.04, 17.87, 0, u.s.s.sa
26246, 263, 2, 0, 18, 17.81, 0, 0.09, 22.34, 18.04, 17.87, 0, u.s.s.sa
26263, 263, 2, 0, 18, 17.81, 0, 0.09, 22.33, 18.04, 17.87, 0, u.s.s.sa
26280, 263, 2, 0, 18, 17.81, 0, 0.09, 22.33, 18.03, 17.86, 0, u.s.s.sa
26297, 263, 2, 0, 18, 17.81, 0, 0.09, 22.33, 18.03, 17.86, 0, u.s.s.sa
26315, 263, 2, 0, 18, 17.81, 0, 0.09, 22.32, 18.03, 17.86, 0, u.s.s.sa
26332, 263, 2, 0, 18, 17.81, 0, 0.09, 22.32, 18.03, 17.86, 0, u.s.s.sa
26349, 263, 2, 0, 18, 17.81, 0, 0.09, 22.32, 18.03, 17.85, 0, u.s.s.sa
26366, 263, 2, 0, 18, 17.81, 0, 0.09, 22.32, 18.02, 17.85, 0, u.s.s.sa
26384, 263, 2, 0, 18, 17.81, 0, 0.09, 22.31, 18.02, 17.85, 0, u.s.s.sa
26401, 263, 2, 0, 18, 17.81, 0, 0.09, 22.31, 18.02, 17.85, 0, u.s.s.sa
26418, 263, 2, 0, 18, 17.81, 0, 0.09, 22.31, 18.02, 17.85, 0, u.s.s.sa
26435, 263, 2, 0, 18, 17.81, 0, 0.09, 22.30, 18.02, 17.84, 0, u.s.s.sa
26452, 263, 2, 0, 18, 17.81, 0, 0.09, 22.30, 18.02, 17.84, 0, u.s.s.sa
26470, 263, 2, 0, 18, 17.81, 0, 0.09, 22.30, 18.02, 17.84, 0, u.s.s.sa
26487, 263, 2, 0, 18, 17.81, 0, 0.09, 22.30, 18.02, 17.84, 0, u.sa
26493, 263, 2, 0, 18, 17.81, 0, 0.09, 22.29, 18.02, 17.83, 0, u.s.s.sa
26510, 263, 2, 0, 18, 17.81, 0, 0.09, 22.29, 18.02, 17.83, 0, u.s.s.sa
26527, 263, 2, 0, 18, 17.81, 0, 0.09, 22.29, 18.02, 17.83, 0, u.s.s.sa
26544, 263, 2, 0, 18, 17.81, 0, 0.09, 22.28, 18.02, 17.83, 0, u.s.s.sa
26562, 263, 2, 0, 18, 17.81, 0, 0.09, 22.28, 18.02, 17.83, 0, u.s.s.sa
26579, 263, 2, 0, 18, 17.81, 0, 0.09, 22.28, 18.02, 17.82, 0, u.s.s.sa
26596, 263, 2, 0, 18, 17.81, 0, 0.09, 22.28, 18.02, 17.82, 0, u.s.s.sa
26613, 263, 2, 0, 18, 17.81, 0, 0.09, 22.27, 18.02, 17.82, 0, u.s.s.sa
26631, 263, 2, 0, 18, 17.81, 0, 0.09, 22.27, 18.02, 17.82, 0, u.s.s.sa
26648, 263, 2, 0, 18, 17.81, 0, 0.09, 22.27, 18.02, 17.81, 0, u.s.s.sa
26665, 263, 2, 0, 18, 17.81, 0, 0.09, 22.26, 18.02, 17.81, 0, u.s.s.sa
26682, 263, 2, 0, 18, 17.81, 0, 0.09, 22.26, 18.02, 17.81, 0, u.s.s.sa
26700, 263, 2, 0, 18, 17.81, 0, 0.09, 22.26, 18.02, 17.81, 0, u.s.s.sa
26717, 263, 2, 0, 18, 17.81, 0, 0.09, 22.26, 18.02, 17.80, 0, u.s.s.sa
26734, 263, 2, 0, 18, 17.81, 0, 0.09, 22.25, 18.02, 17.80, 0, u.s.s.sa
26751, 263, 2, 0, 18, 17.81, 0, 0.09, 22.25, 18.02, 17.80, 0, u.s.s.sa
26769, 263, 2, 0, 18, 17.81, 0, 0.09, 22.25, 18.02, 17.80, 0, u.s.s.sa
26786, 263, 2, 0, 18, 17.81, 0, 0.09, 22.24, 18.02, 17.80, 0, u.s.s.sa
26803, 263, 2, 0, 18, 17.81, 0, 0.09, 22.24, 18.02, 17.79, 0, u.s.s.sa
26820, 263, 2, 0, 18, 17.81, 0, 0.09, 22.24, 18.02, 17.79, 0, u.s.s.sa
26838, 263, 2, 0, 18, 17.81, 0, 0.09, 22.24, 18.02, 17.79, 0, u.s.s.sa
26855, 263, 2, 0, 18, 17.81, -0.01, 0.09, 22.23, 18.02, 17.79, 0, u.s.s.sa
26872, 263, 2, 0, 18, 17.81, 0.01, 0.09, 22.23, 18.02, 17.78, 0, u.s.s.sa
26889, 263, 2, 0, 17.94, 17.81, -0.03, 0.09, 22.23, 18.02, 17.78, 0, u.s.s.sa
26907, 263, 2, 0, 17.94, 17.81, -0.00, 0.09, 22.22, 18.02, 17.78, 0, u.s.s.sa
26924, 263, 2, 0, 17.94, 17.81, -0.02, 0.09, 22.22, 18.01, 17.78, 0, u.s.s.sa
26941, 263, 2, 0, 18, 17.81, 0.01, 0.09, 22.22, 18.01, 17.77, 0, u.s.s.sa
26958, 263, 2, 0, 18, 17.81, 0.01, 0.09, 22.22, 18.01, 17.77, 0, u.s.s.sa
26976, 263, 2, 0, 17.94, 17.81, -0.03, 0.09, 22.21, 18.01, 17.77, 0, u.s.s.sa
26993, 263, 2, 0, 17.94, 17.81, -0.02, 0.09, 22.21, 18.01, 17.77, 0, u.s.s.sa
27010, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.21, 18.01, 17.77, 0, u.s.s.sa
27027, 263, 2, 0, 17.94, 17.81, 0.01, 0.09, 22.21, 18.00, 17.77, 0, u.s.s.sa
27045, 263, 2, 0, 17.94, 17.81, -0.01, 0.09, 22.20, 18.00, 17.76, 0, u.s.s.sa
27062, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.20, 18.00, 17.76, 0, u.s.s.sa
27079, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.20, 18.00, 17.76, 0, u.s.s.sa
27096, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.20, 17.99, 17.76, 0, u.s.s.sa
27114, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.19, 17.99, 17.75, 0, u.s.s.sa
27131, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.19, 17.99, 17.75, 0, u.s.s.sa
27148, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.19, 17.99, 17.75, 0, u.s.s.sa
27165, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.19, 17.99, 17.75, 0, u.s.s.sa
27183, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.19, 17.98, 17.75, 0, u.s.s.sa
27200, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.98, 17.75, 0, u.s.s.sa
27217, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.98, 17.75, 0, u.s.s.sa
27234, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.98, 17.75, 0, u.s.s.sa
27251, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.97, 17.75, 0, u.s.s.sa
27269, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.97, 17.75, 0, u.s.s.sa
27286, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.97, 17.75, 0, u.s.s.sa
27303, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.97, 17.75, 0, u.s.s.sa
27320, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.96, 17.75, 0, u.s.s.sa
27338, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.96, 17.75, 0, u.s.s.sa
27355, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.96, 17.75, 0, u.s.s.sa
27372, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.96, 17.75, 0, u.s.s.sa
27389, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.96, 17.75, 0, u.s.s.sa
27407, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.95, 17.75, 0, u.s.s.sa
27424, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.95, 17.75, 0, u.s.s.sa
27441, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.95, 17.75, 0, u.s.s.sa
27458, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.95, 17.75, 0, u.s.s.sa
27476, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.94, 17.75, 0, u.s.s.sa
27493, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.94, 17.75, 0, u.s.s.sa
27510, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.94, 17.75, 0, u.s.s.sa
27527, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.94, 17.75, 0, u.s.s.sa
27545, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.93, 17.75, 0, u.s.s.sa
27562, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.93, 17.75, 0, u.s.s.sa
27579, 263, 2, 0, 17.94, 17.81, 0, 0.09, 22.18, 17.93, 17.75, 0, u.s.s.sa
27596, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.93, 17.75, 0, u.s.s.sa
27614, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.93, 17.75, 0, u.s.s.sa
27631, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.92, 17.75, 0, u.s.s.sa
27648, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.92, 17.75, 0, u.s.s.sa
27665, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.92, 17.75, 0, u.s.s.sa
27683, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.92, 17.75, 0, u.s.s.sa
27700, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.91, 17.75, 0, u.s.s.sa
27717, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.91, 17.75, 0, u.s.s.sa
27734, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.91, 17.75, 0, u.s.s.sa
27752, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.91, 17.75, 0, u.s.s.sa
27769, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.91, 17.75, 0, u.s.s.sa
27786, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.90, 17.75, 0, u.s.s.sa
27803, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.90, 17.75, 0, u.s.s.sa
27821, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.90, 17.75, 0, u.s.s.sa
27838, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.90, 17.75, 0, u.s.s.sa
27855, 263, 2, 0, 17.87, 17.81, 0, 0.09, 22.18, 17.89, 17.75, 0, u.s.s.sa
27872, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.89, 17.75, 0, u.s.s.sa
27890, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.89, 17.75, 0, u.s.s.sa
27907, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.89, 17.75, 0, u.s.s.sa
27924, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.89, 17.75, 0, u.s.s.sa
27941, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.89, 17.75, 0, u.s.s.sa
27959, 263, 2, 0, 17.94, 17.75, 0, 0.09, 22.18, 17.89, 17.75, 0, u.sa
27964, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
27982, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
27999, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28016, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28033, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28050, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28068, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28085, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28102, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28119, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28137, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28154, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28171, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28188, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28206, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28223, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28240, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28257, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28275, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28292, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28309, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28326, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28344, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28361, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28378, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28395, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28413, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28430, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28447, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28464, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28482, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28499, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28516, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28533, 263, 2, 0, 17.87, 17.75, 0, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28551, 263, 2, 0, 17.81, 17.75, -0.02, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
