FRONT_RADIATOR=1
TEMP_MIN=15
TEMP_MAX=50
REAL_MIN_DUTYCYCLE=0.70
REAL_MAX_DUTYCYCLE=1
DEACTIVATION_RATIO=1.25
cooldown=64

TIMESTEP_MAIN=5
TIMESTEP_UPDATE=15

SLOPE_INTERVAL=5
SLOPE_LENGTH=30
SLOPE_THRESHOLD=1
n_samples_fine=6
slope_samples_per_min=12
slope_max_per_sample=0.08

AVERAGING_INTERVAL=15
AVERAGING_LENGTH=900
n_samples_course=60

secondsElapsed,mem,status,cooldown,tempRadiator,tempAmbient,tempSlope,tempRatio,tempStop,tempRadAverage,tempAmbAverage,dutyCyclesa
28568, 263, 2, 0, 17.87, 17.75, 0.00, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28585, 263, 2, 0, 17.87, 17.75, -0.01, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28602, 263, 2, 0, 17.81, 17.75, -0.01, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28620, 263, 2, 0, 17.87, 17.75, -0.01, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28637, 263, 2, 0, 17.87, 17.75, 0.02, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28654, 263, 2, 0, 17.81, 17.75, 0.01, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28671, 263, 2, 0, 17.87, 17.75, 0.02, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28689, 263, 2, 0, 17.87, 17.75, 0.02, 0.09, 22.18, 17.88, 17.75, 0, u.s.s.sa
28706, 263, 2, 0, 17.81, 17.75, -0.02, 0.09, 22.18, 17.87, 17.75, 0, u.s.s.sa
28723, 263, 2, 0, 17.87, 17.75, 0.02, 0.09, 22.18, 17.87, 17.75, 0, u.s.s.sa
28740, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.87, 17.75, 0, u.s.s.sa
28758, 263, 2, 0, 17.81, 17.75, -0.01, 0.09, 22.18, 17.87, 17.75, 0, u.s.s.sa
28775, 263, 2, 0, 17.81, 17.75, -0.01, 0.09, 22.18, 17.87, 17.75, 0, u.s.s.sa
28792, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.86, 17.75, 0, u.s.s.sa
28809, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.86, 17.75, 0, u.s.s.sa
28827, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.86, 17.75, 0, u.s.s.sa
28844, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.86, 17.75, 0, u.s.s.sa
28861, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.85, 17.75, 0, u.s.s.sa
28878, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.85, 17.75, 0, u.s.s.sa
28896, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.85, 17.75, 0, u.s.s.sa
28913, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.85, 17.75, 0, u.s.s.sa
28930, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.85, 17.75, 0, u.s.s.sa
28947, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.84, 17.75, 0, u.s.s.sa
28964, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.84, 17.75, 0, u.s.s.sa
28982, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.84, 17.75, 0, u.s.s.sa
28999, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.84, 17.75, 0, u.s.s.sa
29016, 263, 2, 0, 17.81, 17.75, 0, 0.09, 22.18, 17.83, 17.75, 0, u.s.s.sa
29033, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.83, 17.75, 0, u.s.s.sa
29051, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.83, 17.75, 0, u.s.s.sa
29068, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.83, 17.75, 0, u.s.s.sa
29085, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.83, 17.75, 0, u.s.s.sa
29102, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.82, 17.75, 0, u.s.s.sa
29120, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.82, 17.75, 0, u.s.s.sa
29137, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.82, 17.75, 0, u.s.s.sa
29154, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.82, 17.75, 0, u.s.s.sa
29171, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.81, 17.75, 0, u.s.s.sa
29189, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.81, 17.75, 0, u.s.s.sa
29206, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.81, 17.75, 0, u.s.s.sa
29223, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.81, 17.75, 0, u.s.s.sa
29240, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.80, 17.75, 0, u.s.s.sa
29258, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.80, 17.75, 0, u.s.s.sa
29275, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.80, 17.75, 0, u.s.s.sa
29292, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.80, 17.75, 0, u.s.s.sa
29309, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.80, 17.75, 0, u.s.s.sa
29327, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.79, 17.75, 0, u.s.s.sa
29344, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.79, 17.75, 0, u.s.s.sa
29361, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.79, 17.75, 0, u.s.s.sa
29378, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.79, 17.75, 0, u.s.s.sa
29396, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.78, 17.75, 0, u.s.s.sa
29413, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.78, 17.75, 0, u.s.s.sa
29430, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.78, 17.75, 0, u.sa
29436, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.78, 17.75, 0, u.s.s.sa
29453, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.77, 17.75, 0, u.s.s.sa
29470, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.77, 17.75, 0, u.s.s.sa
29488, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.77, 17.75, 0, u.s.s.sa
29505, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.77, 17.75, 0, u.s.s.sa
29522, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.77, 17.75, 0, u.s.s.sa
29539, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.76, 17.75, 0, u.s.s.sa
29557, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.76, 17.75, 0, u.s.s.sa
29574, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.76, 17.75, 0, u.s.s.sa
29591, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.76, 17.75, 0, u.s.s.sa
29608, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.76, 17.75, 0, u.s.s.sa
29626, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.76, 17.75, 0, u.s.s.sa
29643, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29660, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29677, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29694, 263, 2, 0, 17.81, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29712, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29729, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29746, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29763, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29781, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29798, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29815, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29832, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29850, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29867, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29884, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29901, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29919, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29936, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29953, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29970, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
29988, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30005, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30022, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30039, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30057, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30074, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30091, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30108, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30126, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30143, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30160, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30177, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30195, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30212, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30229, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30246, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30264, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30281, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30298, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30315, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30333, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30350, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30367, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30384, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30401, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30419, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.75, 0, u.s.s.sa
30436, 263, 2, 0, 17.75, 17.62, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30453, 263, 2, 0, 17.75, 17.62, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30470, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30488, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30505, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30522, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30539, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30557, 263, 2, 0, 17.69, 17.69, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30574, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30591, 263, 2, 0, 17.75, 17.69, 0, 0.09, 22.18, 17.75, 17.74, 0, u.s.s.sa
30608, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.17, 17.75, 17.74, 0, u.s.s.sa
30626, 263, 2, 0, 17.75, 17.62, 0, 0.09, 22.17, 17.75, 17.74, 0, u.s.s.sa
30643, 263, 2, 0, 17.69, 17.69, 0, 0.09, 22.17, 17.75, 17.74, 0, u.s.s.sa
30660, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.17, 17.75, 17.73, 0, u.s.s.sa
30677, 263, 2, 0, 17.69, 17.69, 0, 0.09, 22.17, 17.75, 17.73, 0, u.s.s.sa
30695, 263, 2, 0, 17.75, 17.62, 0, 0.09, 22.16, 17.75, 17.73, 0, u.s.s.sa
30712, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.16, 17.75, 17.73, 0, u.s.s.sa
30729, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.16, 17.75, 17.73, 0, u.s.s.sa
30746, 263, 2, 0, 17.69, 17.69, 0, 0.09, 22.16, 17.75, 17.73, 0, u.s.s.sa
30764, 263, 2, 0, 17.69, 17.69, 0, 0.09, 22.16, 17.75, 17.73, 0, u.s.s.sa
30781, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.16, 17.75, 17.72, 0, u.s.s.sa
30798, 263, 2, 0, 17.69, 17.69, 0, 0.09, 22.16, 17.75, 17.72, 0, u.s.s.sa
30815, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.15, 17.75, 17.72, 0, u.s.s.sa
30833, 263, 2, 0, 17.69, 17.69, 0, 0.09, 22.15, 17.75, 17.72, 0, u.s.s.sa
30850, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.15, 17.75, 17.72, 0, u.s.s.sa
30867, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.15, 17.75, 17.72, 0, u.s.s.sa
30884, 263, 2, 0, 17.69, 17.69, 0, 0.09, 22.15, 17.75, 17.72, 0, u.s.s.sa
30902, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.14, 17.75, 17.72, 0, u.sa
30907, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.14, 17.75, 17.71, 0, u.s.s.sa
30925, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.14, 17.75, 17.71, 0, u.s.s.sa
30942, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.14, 17.75, 17.71, 0, u.s.s.sa
30959, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.13, 17.75, 17.71, 0, u.s.s.sa
30976, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.13, 17.75, 17.70, 0, u.s.s.sa
30994, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.13, 17.75, 17.70, 0, u.s.s.sa
31011, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.12, 17.75, 17.70, 0, u.s.s.sa
31028, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.12, 17.75, 17.70, 0, u.s.s.sa
31045, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.12, 17.75, 17.69, 0, u.s.s.sa
31063, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.12, 17.75, 17.69, 0, u.s.s.sa
31080, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.11, 17.75, 17.69, 0, u.s.s.sa
31097, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.11, 17.75, 17.69, 0, u.s.s.sa
31114, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.11, 17.75, 17.69, 0, u.s.s.sa
31132, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.10, 17.75, 17.68, 0, u.s.s.sa
31149, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.10, 17.75, 17.68, 0, u.s.s.sa
31166, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.10, 17.75, 17.68, 0, u.s.s.sa
31183, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.10, 17.75, 17.68, 0, u.s.s.sa
31200, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.09, 17.75, 17.67, 0, u.s.s.sa
31218, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.09, 17.75, 17.67, 0, u.s.s.sa
31235, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.09, 17.75, 17.67, 0, u.s.s.sa
31252, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.08, 17.75, 17.67, 0, u.s.s.sa
31269, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.08, 17.75, 17.67, 0, u.s.s.sa
31287, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.08, 17.75, 17.66, 0, u.s.s.sa
31304, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.08, 17.75, 17.66, 0, u.s.s.sa
31321, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.07, 17.75, 17.66, 0, u.s.s.sa
31338, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.07, 17.75, 17.66, 0, u.s.s.sa
31356, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.07, 17.75, 17.65, 0, u.s.s.sa
31373, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.06, 17.75, 17.65, 0, u.s.s.sa
31390, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.06, 17.75, 17.65, 0, u.s.s.sa
31407, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.06, 17.75, 17.65, 0, u.s.s.sa
31425, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.06, 17.75, 17.64, 0, u.s.s.sa
31442, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.05, 17.75, 17.64, 0, u.s.s.sa
31459, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.05, 17.75, 17.64, 0, u.s.s.sa
31476, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.05, 17.75, 17.64, 0, u.s.s.sa
31494, 263, 2, 0, 17.69, 17.62, -0.01, 0.09, 22.05, 17.75, 17.64, 0, u.s.s.sa
31511, 263, 2, 0, 17.69, 17.62, 0.01, 0.09, 22.05, 17.75, 17.64, 0, u.s.s.sa
31528, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.04, 17.75, 17.64, 0, u.s.s.sa
31545, 263, 2, 0, 17.69, 17.62, -0.00, 0.09, 22.04, 17.75, 17.63, 0, u.s.s.sa
31563, 263, 2, 0, 17.69, 17.62, 0.02, 0.09, 22.04, 17.75, 17.63, 0, u.s.s.sa
31580, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.04, 17.75, 17.63, 0, u.s.s.sa
31597, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.03, 17.75, 17.63, 0, u.s.s.sa
31614, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.03, 17.75, 17.62, 0, u.s.s.sa
31632, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.03, 17.75, 17.62, 0, u.s.s.sa
31649, 263, 2, 0, 17.69, 17.62, -0.01, 0.09, 22.03, 17.75, 17.62, 0, u.s.s.sa
31666, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.03, 17.75, 17.62, 0, u.s.s.sa
31683, 263, 2, 0, 17.62, 17.62, -0.01, 0.09, 22.03, 17.74, 17.62, 0, u.s.s.sa
31701, 263, 2, 0, 17.62, 17.62, -0.02, 0.09, 22.02, 17.74, 17.62, 0, u.s.s.sa
31718, 263, 2, 0, 17.62, 17.62, -0.03, 0.09, 22.02, 17.74, 17.62, 0, u.s.s.sa
31735, 263, 2, 0, 17.62, 17.62, -0.01, 0.09, 22.02, 17.74, 17.62, 0, u.s.s.sa
31752, 263, 2, 0, 17.62, 17.62, -0.01, 0.09, 22.02, 17.73, 17.62, 0, u.s.s.sa
31770, 263, 2, 0, 17.69, 17.62, 0.02, 0.09, 22.02, 17.73, 17.62, 0, u.s.s.sa
31787, 263, 2, 0, 17.62, 17.62, -0.00, 0.09, 22.02, 17.73, 17.61, 0, u.s.s.sa
31804, 263, 2, 0, 17.62, 17.62, 0.00, 0.09, 22.02, 17.73, 17.61, 0, u.s.s.sa
31821, 263, 2, 0, 17.62, 17.62, -0.02, 0.09, 22.02, 17.73, 17.61, 0, u.s.s.sa
31839, 263, 2, 0, 17.69, 17.62, 0, 0.09, 22.02, 17.73, 17.61, 0, u.s.s.sa
31856, 263, 2, 0, 17.62, 17.62, -0.00, 0.09, 22.01, 17.72, 17.61, 0, u.s.s.sa
31873, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.72, 17.61, 0, u.s.s.sa
31890, 263, 2, 0, 17.62, 17.62, 0.01, 0.09, 22.01, 17.72, 17.61, 0, u.s.s.sa
31908, 263, 2, 0, 17.62, 17.62, -0.01, 0.09, 22.01, 17.72, 17.61, 0, u.s.s.sa
31925, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.72, 17.61, 0, u.s.s.sa
31942, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.71, 17.61, 0, u.s.s.sa
31959, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.71, 17.61, 0, u.s.s.sa
31977, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.71, 17.61, 0, u.s.s.sa
31994, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.71, 17.61, 0, u.s.s.sa
32011, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.70, 17.61, 0, u.s.s.sa
32028, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.70, 17.61, 0, u.s.s.sa
32046, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.70, 17.61, 0, u.s.s.sa
32063, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.70, 17.61, 0, u.s.s.sa
32080, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.69, 17.61, 0, u.s.s.sa
32097, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.69, 17.61, 0, u.s.s.sa
32114, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.69, 17.61, 0, u.s.s.sa
32132, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.69, 17.61, 0, u.s.s.sa
32149, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.69, 17.61, 0, u.s.s.sa
32166, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.68, 17.61, 0, u.s.s.sa
32183, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.68, 17.61, 0, u.s.s.sa
32201, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.68, 17.61, 0, u.s.s.sa
32218, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.68, 17.61, 0, u.s.s.sa
32235, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.67, 17.61, 0, u.s.s.sa
32252, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.67, 17.61, 0, u.s.s.sa
32270, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.67, 17.61, 0, u.s.s.sa
32287, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.67, 17.61, 0, u.s.s.sa
32304, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.67, 17.61, 0, u.s.s.sa
32321, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.66, 17.61, 0, u.s.s.sa
32339, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.66, 17.61, 0, u.s.s.sa
32356, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.66, 17.61, 0, u.s.s.sa
32373, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.66, 17.61, 0, u.sa
32379, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.65, 17.61, 0, u.s.s.sa
32396, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.65, 17.61, 0, u.s.s.sa
32413, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.65, 17.61, 0, u.s.s.sa
32431, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.65, 17.61, 0, u.s.s.sa
32448, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.64, 17.61, 0, u.s.s.sa
32465, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.64, 17.61, 0, u.s.s.sa
32482, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.64, 17.61, 0, u.s.s.sa
32500, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.64, 17.61, 0, u.s.s.sa
32517, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.64, 17.61, 0, u.s.s.sa
32534, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.63, 17.61, 0, u.s.s.sa
32551, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.63, 17.61, 0, u.s.s.sa
32569, 263, 2, 0, 17.62, 17.62, 0, 0.09, 22.01, 17.63, 17.61, 0, u.s.s.sa
32586, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.63, 17.61, 0, u.s.s.sa
32603, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.62, 17.61, 0, u.s.s.sa
32620, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.62, 17.61, 0, u.s.s.sa
32638, 263, 2, 0, 17.62, 17.56, 0, 0.09, 22.01, 17.62, 17.61, 0, u.s.s.sa
